Number,Company,Model Name,Problem 1,Problem 2,HIN,Disposition,Units,Boat Type,Severity,MIC,Company Official,Model Year,Case Open Date,Case Close Date,Campaign Open Date,Campaign Close Date,Last Date
940132S,HOWARD CUSTOM BOATS,20.5' BOWRIDER & 22' I/O,NON IGN PROT BATT TERM,FUEL FILTERS UNSUPPORTED,HCB0B098C393,Closed,2,,H,HCB,DRG,1993,5/26/1994,10/7/1994,5/26/1994,10/7/1994,7/22/1994
01R0532S,BELMONT MARINE,20 I/O,LABEL; CAPACITY,LABEL BLOWER WARNING,BLMM003199,Closed,1,13,H,BLM,DRG,1999,11/2/2001,4/30/2002,11/2/2001,4/30/2002,4/30/2002
031002T,VIVIAN INDUSRIES,VIP STEALTH SX190,MAX WEIGHT,,VVI05167C403,Closed,63,11,L,VVI,DRG,2003,5/26/2004,3/4/2005,5/26/2004,3/4/2005,11/18/2004
970126T,U.S. COAST GUARD HEADQUARTERS,BY MODELS SEE REMARKS,FUEL PUMP LEAK,,,Closed,4027,33,H,HQZ,PDE,1997,11/6/1997,9/27/1999,11/6/1997,9/27/1999,2/28/1998
950169T,CARAVELLE BOATS INC,SEE REMARKS,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,6605-8033,Closed,1428,,H,VCL,PDE,1995,9/13/1995,9/29/1999,10/31/1995,9/29/1999,10/28/1996
010003T,ARCTIC CAT INC,TS 1100 LI,ENGINE; GASOLINE,THROTTLE BODY CORROSION,,Closed,522,17,H,ARJ,WAC,1999,1/16/2001,6/30/2005,1/16/2001,6/30/2005,6/30/2005
920301S,JETCRAFT BOATS INC,PROSTEELHEADER I,LEVEL FLOTATION STABILITY,,JDTBW379F191,Closed,5,,H,JDT,LJA,1991,4/24/1992,11/8/1993,12/9/1992,11/23/1993,6/21/1993
020082T,BOMBARDIER LTD,UTOPIA CHALLENGER & ISLANDIA,ELECTRICAL SYSTEM,,,Closed,504,17,L,CEC,RAB,,5/22/2002,,5/22/2002,5/2/2006,3/13/2006
5R01163S,SMOKER CRAFT INC,182 VECTRA INBOARD,VENTILATION,FUEL SYSTEM,RSB71361G506,Closed,1,12,L,RSB,RAB,2006,1/3/2006,9/29/2009,1/3/2006,,9/24/2009
12R4798S,"""HINCKLEY COMPANY, THE""",'Hinckley 37' Diesel boat,LABEL; CERTIFICATION,HULL ID NUMBER,THC37058A213,Closed,,12,L,THC,LEN,2013,8/15/2012,7/30/2013,,,6/18/2013
800117S,CALVAC MARINE,,,,,Closed,38,,,VLA,,,5/5/1980,10/26/1981,5/5/1980,10/26/1981,9/28/1981
940205T,EPIC PERFORMANCE INC,ALL WITH MERC SPORT 90,NON IGN PROTECTED DEVICE,,VARIOUS,Closed,17,,H,EPE,RJD,1994,9/2/1994,,9/2/1994,3/18/2002,7/26/1995
070038T,KAWASAKI MOTORS CORP USA,ULTRA 250X & ULTRA LX,ENGINE; GASOLINE,,,Closed,8919,17,H,KAW,WAC,2007,8/14/2007,1/14/2009,8/14/2007,1/14/2009,8/14/2007
820045S,BASS TRACKER INC,BASS TRAC,LEVEL FLOTATION,,,Closed,796,,,BUJ,PCB,,4/1/1982,9/28/1983,4/1/1982,9/28/1983,6/28/1983
820046S,BASS TRACKER INC,BASS TRAC,LEVEL FLOTATION,,,Closed,4861,,H,BUJ,PCB,,4/1/1982,9/28/1983,4/1/1982,9/28/1983,4/15/1983
10R4157S,SKIFF CRAFT INC.,'26 RUNABOUT' IB POWERED BOAT,ELECTRICAL SYSTEM,,HEN26001L011,Closed,1,12,L,HEN,EJ,2011,11/24/2010,6/20/2012,,6/20/2012,6/19/2012
010011T,SUNSTAR HOUSEBOATS INC,,GENERATOR EXHAUST (CO),,VARIOUS,Closed,85,19,H,SNS,RJD,,2/21/2001,12/27/2002,2/21/2001,12/27/2002,5/31/2002
010012T,SUMERSET HOUSEBOATS,UNK,GENERATOR EXHAUST (CO),,VARIOUS,Closed,1384,19,H,SZJ,RJD,,,,2/22/2001,3/17/2003,7/24/2001
030124T,BOMBARDIER LTD,EVINRUDE 75-250 HP OUTBOARDS,FUEL MANIFOLD DEFECTIVE,,,Closed,884,11,,CEC,RAB,,7/31/2003,,7/31/2003,5/2/2006,3/15/2006
970042T,LARSON BOATS,CABRIO MODEL 310 MCC,ELECTRICAL SHORE POWER,AND GENERATOR WIRING,,Closed,87,13,H,LAR,PDE,,4/11/1997,9/29/1999,4/11/1997,9/29/1999,12/16/1998
820064T,GLASTRON-CARLSON,C-500,SEAT CAME LOOSE,,,Closed,992,,L,GLA,DWE,,6/16/1982,,6/16/1982,,10/25/1983
03R0361S,ILLUSION BOATS INC,SF 156 JET,LABEL; CAPACITY,,ILA15604H203,Closed,3,13,L,ILA,RAB,3,7/3/2003,2/4/2004,7/3/2003,2/4/2004,8/18/2003
06R1320S,FOUNTAIN POWERBOATS INC,EXECUTIONER 42' INBOARD,FUEL SYSTEM,,FGQ4E039C606,Closed,405,12,L,FGQ,LEN,2006,3/27/2006,6/15/2009,7/17/2006,,6/15/2009
03R0169S,PRAIRIE ADVENTURE OUTDOORS,14-1531,LEVEL FLOTATION,,VPY00011K203,Closed,20,11,L,VPY,RAB,,4/9/2003,10/1/2004,4/9/2003,10/1/2004,7/23/2003
920304S,CEE BEE MFG CO,15' AVENGER,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,CBMB261L192,Closed,6,,H,CBM,LJA,1992,4/24/1992,11/8/1993,10/26/1992,11/23/1993,5/25/1993
920527S,"""R.L.S. ENTERPRISES, INC.""",WATER BUDDY BEACH BOAT,SAFE LOAD MAX PER LBS,SAFE LOAD MAX WT LBS,RLS20001G092,Closed,70,,L,RLS,LJA,1992,2/2/1993,11/8/1993,2/2/1993,11/23/1993,6/16/1993
060034T,"""BRP US, Inc.""",JOHNSON 200/225 HP OUTBOARD,MALFUNCTIONING ECM,,,Closed,746,,L,CEC,RAB,,5/25/2006,,5/25/2006,,4/29/2010
15CG029S,K L INDUSTRIES,CLASSIC DINGHY O/B Over 2HP,LEVEL FLOTATION,LABEL; CAPACITY,JOK08060L314,Closed,1511,11,H,JOK,PLC,2014,7/2/2015,,7/2/2015,12/20/2016,12/20/2016
980145T,U.S. COAST GUARD HEADQUARTERS,BY,FUEL PUMP INLET FITTING,LEAK POSSIBILITY,,Closed,1162,33,H,HQZ,PDE,1997,8/24/1998,8/17/2004,8/24/1998,8/17/2004,8/24/1998
000083T,HUNTER MARINE CORP,H410; P420; P450; H460,ELECTRICAL SYSTEM - IGN,,HUN41224D900,Closed,146,14,H,HUN,DRG,2000,5/11/2000,3/13/2001,5/26/2000,3/13/2001,3/13/2001
920395S,KOFFLER BOATS INC,JET SLED,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,BKA00014H192,Closed,3,,H,BKA,LJA,1991,5/29/1992,1/10/1994,5/29/1992,1/10/1994,4/16/1993
05R0450S,ADRENALINE CUSTOM BOATS,Adrenaline 24 ft inboard,LABEL; CERTIFICATION,VENTILATION,IRR24702H405,Closed,,12,L,IRR,DRG,2005,3/22/2005,,3/22/2005,,1/24/2006
030063T,GLASTRON BOATS,GX 225,SEAT BASE,,GLA,Closed,95,13,L,GLA,DRG,2003,5/22/2003,3/17/2005,5/23/2003,3/17/2005,3/17/2005
800050S,ASH-CRAFT BOAT CO,15' OUTBOARD,NONCOMPLIANCE -,FLOTATION,,Closed,81,,,ASH,CFP,,2/2/1980,3/1/1982,2/2/1980,3/1/1982,3/26/1981
800227S,MAGTEX CO,15' 150 MAGNUM,SAFE POWERING,SAFE LOADING,,Closed,38,,L,MGM,PLN,80,9/9/1980,4/23/1981,9/9/1980,4/23/1981,5/19/1981
960042T,,JOHNSON/EVINRUDE O/B'S,KILL SWITCH FAILURE,,,CLOSED,36669,,L,,RJD,1996,,,4/26/1996,4/29/2002,2/27/1998
970008T,SEA RAY BOATS INC,190BR & 210BR,STEERING,,SER.........,Closed,465,13,H,SER,DRG,1997,2/21/1997,,2/21/1997,12/22/1999,12/22/1999
800215S,BRUCE WOOLDRIDGE,15FT MAN,NO CERT & CAP LABEL,,,Closed,7,,,BWX,KWL,,8/8/1980,2/10/1981,8/8/1980,2/10/1981,12/29/1980
930135T,CRESTLINER INC,,STEERING; TELEFLEX HELM,BINDING CLUTCH ROLLERS,,Closed,36,,H,NOR,DRG,1993,7/20/1993,2/22/1995,7/26/1993,2/22/1995,2/22/1995
930136T,AQUASPORT DIVISION,,STEERING; TELEFLEX HELM,BINDING CLUTCH ROLLERS,,Closed,5,,H,AQA,DRG,1993,7/20/1993,,7/26/1993,8/29/1994,8/29/1994
010055T,BOMBARDIER LTD,EVINRUDE 200 & 225 HP,FUEL SYSTEM,,,CLOSED,9000,0,H,,RAB,99 &2000,4/10/2001,,4/4/2001,8/14/2002,2/28/2002
040070S,SEA RAY BOATS INC,320DA & 340SDA,labEL; BLOWER WARNING,,SER,Closed,166,13,L,SER,PDE,2004,5/10/2004,10/25/2004,6/17/2004,10/25/2004,12/17/2004
951402S,MIRAGE HOLDING INC,150 VIKING,LEVEL FLOTATION,SAFE LOAD,,Closed,40,11,,MCJ,GEL,1995,8/9/1995,6/8/2001,9/6/1995,6/8/2001,5/22/1998
090017T,CUMMINS MERCRUISER DIESEL,ZEUS 3500 AND 3800,POD CLAMP RING BOLTS,,,Closed,496,32,L,HQZ,RAB,,5/14/2009,,5/14/2009,,5/14/2009
04R0144S,CUSTOM FIBERGLASS MOLDING,12' SQUARE STERN,LABEL; CAPACITY,BASIC FLOTATION,75CFM000411003,Closed,3,11,L,CGI,RAB,2003,9/28/2004,10/24/2005,9/28/2004,10/24/2005,9/14/2005
970090T,LARSON BOATS,CABRIO 280 AND 290,FUEL FILL COULD ABRADE,,LAR............,Closed,99,13,H,LAR,PDE,,8/7/1997,10/20/1999,8/7/1997,10/20/1999,4/30/1999
150015T,MERCURY MARINE,4.5L Mercusier,FUEL SYSTEM,,,Open,2639,32,,,eaj,,9/2/2015,,9/2/2015,,5/25/2022
010092S,SEA RAY BOATS INC,240DA 240 SD 245WE 225WE,FUEL SYSTEM - HOSE LEAK,,,Closed,466,13,H,SER,PDE,2001,5/22/2001,8/4/2004,5/22/2001,8/4/2004,6/30/2004
05R0814S,MONTEREY BOATS,350 SPORT YACHT,ELECTRICAL SYSTEM,,RGFYA131E506,Closed,30,11,L,RGF,PLC,2006,8/12/2005,6/29/2006,9/15/2005,6/29/2006,6/15/2006
010161T,GRAND BANKS YACHTS LTD,"""EASTBAY 49, GRAND BANKS 66""",SHAFT SEAL,,,Closed,38,12,L,GND,DRG,,10/2/2001,4/29/2004,10/2/2001,4/29/2004,4/15/2004
01R0081S,FOREST RIVER INC,2103TT Lextra,VENTILATION,LABEL; CERTIFICATION,FRUA5211E101,Closed,319,21,L,FRU,RJD,2001,6/28/2001,1/24/2003,6/28/2001,1/24/2003,10/29/2002
060077T,SEA HUNT BOAT MFG CO INC,240 CC,FUEL FILL FITTING CRACKS,,,Closed,12,11,H,SXS,DRG,2007,9/12/2006,2/1/2007,10/2/2006,2/1/2007,1/31/2007
950273T,LEISURE KRAFT PONTUNES,,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,LRT.........,Closed,6,,H,LRT,DRG,1996,9/13/1995,10/13/1995,9/27/1995,10/13/1995,10/13/1995
920370S,RENKEN BOAT MFG CO. INC,1780,LEVEL FLOTATION,LEVEL FLTATION STABILITY,RBMCA0131I192,Closed,27,,H,RBM,LJA,1992,5/29/1992,,12/9/1992,12/9/1993,7/29/1993
01R0508S,SKIFF CRAFT INC,26 Runabout,ELECTRICAL CIRC. BRKR,FUEL SYSTEM,HEN260011102,Closed,15,13,H,HEN,RAB,,11/11/2001,11/18/2002,11/11/2001,11/18/2002,9/16/2002
950031T,SPIRIT BOATS USA (PLASTIMO),TRANSOCEAN LIFERAFT,VALVE MAY LEAK,,,CLOSED,158,,L,,PDE,1990,5/5/1995,4/5/2001,5/5/1995,4/5/2001,11/21/1995
950032T,"""TRACKER MARINE, L.P.""",185 SPORT SF,FUEL TANK LEAK,,BUJ.........,Closed,216,,H,BUJ,DRG,1995,1/18/1995,8/16/1995,5/11/1995,8/16/1995,8/15/1995
820023S,CRUSADER BOATS,12FTO/B MICRO-PAN,LEVEL FLOTATION,,,Closed,21,,H,CXN,WRS,1982,3/11/1982,7/10/1984,3/11/1982,7/10/1984,3/22/1982
06R1212S,HUNT BOATBUILDERS,HARRIER 25 GASOLINE INBOARD,VENTILATION,,VBGH8020B606,Closed,33,12,L,VBG,LEN,2006,2/8/2006,6/29/2006,3/21/2006,6/29/2006,5/22/2006
920504S,HIRN CRAFT PRODUCTS,HIRN CRAFT 10 FT FISHING,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,HRM0003K191,Closed,4,,H,HRM,LJA,1991,8/20/1993,12/22/1994,8/20/1993,12/22/1994,10/24/1994
030139T,FINELINE INDUSTRIES INC,"""CENTURION, SUPREME, GEKKO""",STEERING FAILS,,,Closed,998,12,H,FIN,DRG,,8/13/2003,1/5/2006,8/28/2003,1/5/2006,12/30/2005
030140S,PRINCECRAFT,VARIOUS,FUEL SYSTEM SENDER GASKET,,QJT,Closed,1933,13,H,QJT,RAB,,8/23/2003,,9/30/2003,,9/30/2003
980122T,U.S. COAST GUARD HEADQUARTERS,MERCURY & MARINER OUTBOARDS,FLYWHEEL BOLT,,,Closed,1376,31,L,HQZ,DRG,1998,7/7/1998,6/19/2001,7/7/1998,6/19/2001,6/19/2001
060079T,SUNDANCE BOATS INC.,SKIFF,FUEL FILL FITTING,,,Closed,250,11,H,SVT,DRG,,9/12/2006,1/31/2007,10/2/2006,1/31/2007,1/31/2007
040106T,CROWNLINE BOATS INC,210LX AND 216,MERCURY SHIFTER,,JTC.....,Closed,417,13,L,JTC,DRG,2004,8/16/2004,3/16/2006,9/27/2004,3/16/2006,2/27/2006
920193T,OUTBOARD MARINE CORP,84-86 LOWE & SEA NYMPH,SEAT SPIDER,BOATS WITH PEDESTAL SEATS,,Closed,13303,,L,OMC,RJD,1986,2/20/1992,7/5/1994,2/20/1992,7/5/1994,3/30/1994
970085S,STRATOS BOATS INC,STRATOS (SEE NEXT PAGE),LEVEL FLOTATION,,,Closed,6906,11,L,BNZ,GEL,,7/23/1997,6/19/2001,2/6/1998,6/19/2001,8/15/1999
800090S,TIDERUNNER INC,16FT MODEL 160,LEVEL FLOTATION,,,Closed,16,,H,SAL,KWL,80,4/4/1980,6/17/1981,4/4/1980,6/17/1981,2/19/1981
900720T,VOLVO PENTA OF AMERICA,MODEL 290A STERNDRIVE,WON'T SHIFT CONSISTENTLY,,NOV 89 - MAY 90,CLOSED,2759,,H,,WDB,1990,7/18/1990,,7/18/1990,,12/26/1990
940016T,DUFFIELD ELECTRIC BOAT CO,DUFFY ELECTRIC BOATS,ELECT WIRING HARNESS,,DFF.........,Closed,90,,L,DFF,DRG,,2/24/1994,10/27/1994,2/24/1994,10/24/1994,10/24/1994
000106S,S2 YACHTS INC,2260 DENALI & 2460 DENALI,LABEL BLOWER WARNING,,SSU,Closed,39,13,L,SSU,PDE,2000,6/7/2000,7/8/2004,6/7/2000,7/8/2004,11/27/2001
060053T,HUNTER MARINE CORP,,THRU HULL BALL VALVE,,,Closed,1650,14,L,HUN,LEN,,8/10/2006,2/24/2009,8/12/2006,2/24/2009,2/24/2009
050051T,YAMAHA MOTOR CORP USA,VX1100/VX1100A,ELECTRICAL SYSTEM,CORROSION,,Closed,10729,17,L,YAM,LEN,2005,8/22/2005,4/9/2008,8/22/2005,4/9/2008,8/22/2005
950102T,BOMBARDIER CORP,HX,FUEL TANK: ABRASION OF,,,Closed,4650,,H,ZZN,WAC,95,8/21/1995,,8/21/1995,6/27/2000,9/15/1998
060069T,GULF COAST BOATS,FLATS BOATS,FUEL FILL FITTING CRACKS,,,Closed,68,11,H,GYM,DRG,,9/12/2006,,10/5/2006,10/26/2006,10/26/2006
920400S,COMMANDER BOATS,19' NEWPORT,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,COJ19393D129,Closed,31,,H,COJ,LJA,1992,6/30/1992,,6/30/1992,12/11/1994,8/28/1992
040115T,BOMBARDIER RECREATIONAL PROD,SEA-DOO GTI,KILL SWITCH FAILS TO WORK,,,Closed,21658,17,L,ZZN,WAC,,9/17/2004,10/27/2010,9/17/2004,10/27/2010,12/17/2004
800124S,THUNDER CRAFT BOATS IN,170V,NO CAP/CERT LABEL,,,Closed,1,,,TCT,KWL,80,5/5/1980,7/14/1980,5/5/1980,7/14/1980,5/27/1980
810033T,MERCURY MARINE,25HP OUT BOARD,STEERING,HANDLE,,CLOSED,4500,,H,,PCB,,3/3/1981,9/10/1982,3/3/1981,9/10/1982,3/22/1981
021083S,BOSS BOATS INC,HARD BODY 10,SAFE LOADING MAX WT,SAFE LOADING MAX PERS WT,WOK32009H001,Closed,49,11,L,WOK,PLC,2001,6/30/2005,3/13/2006,3/13/2006,3/13/2006,3/13/2006
060085T,GM KODIAK,GM 8.1 L ENGINE,ENGINE; GASOLINE,,,CLOSED,57,13,H,,PLC,2005-06,9/15/2006,,9/15/2006,7/15/2019,10/15/2006
060086T,INDMAR,GM 8.1 L ENGINE,ENGINE; GASOLINE,,,CLOSED,998,13,H,,PLC,2005-06,9/15/2006,,9/15/2006,7/15/2019,10/15/2006
950201T,MIRAGE HOLDING INC,MIRAGE & VIKING,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,,Closed,319,,H,MCJ,RJD,1995,9/13/1995,,11/1/1995,7/21/1999,6/30/1999
920408T,STARCRAFT,"""171, 171, 191, 211""",ELECTRICAL BONDING WIRE,AT FUEL FILL,,Closed,451,,H,STR,RJD,1992,8/13/1992,11/22/1996,8/13/1992,11/22/1996,9/16/1996
920410S,ACTION CRAFT,1760 BAYRUNNER,SAFE LOADING MAX PER & WT,HORSEPOWER,AFQ17362J192,Closed,55,,L,AFQ,LJA,1992,8/30/1992,,8/24/1992,12/6/1993,6/22/1993
950251T,APACHE SEAMASTER,PRESTIGE,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,SUB01097F595,Closed,1,,H,SUB,DRG,1995,9/13/1995,11/13/1995,11/1/1995,11/13/1995,11/13/1995
080017T,YAMAHA MOTOR CORP USA,XV1100 & GP1300 WAVERUNNER,CORROSION OF THRTLE CAB,,,Closed,63000,17,L,YAM,PLC,,4/9/2008,4/19/2012,4/9/2008,4/19/2012,4/19/2012
020107T,MERCURY MARINE,MCM 496 MCM 496 HO MIE 8.1 & HO,PCM 555 CONTROL MODULE,,,CLOSED,4977,32,H,,DRG,,6/17/2002,10/10/2018,6/17/2002,,3/28/2007
810124S,RENO BOAT WORKS,16' SKIFF,LEVEL FLOTATION,CAP LABEL (NO MFG'S NAME),,Closed,111,,,RBB,PCB,81,9/24/1981,9/22/1982,9/24/1981,9/22/1982,7/18/1983
960068T,KAWASAKI MOTORS MFG,JH1100-A1: 11Zxi,HULL DESIGN - INSTABILITY,,,Closed,12231,22,H,KAW,WAC,1996,7/16/1996,3/16/1998,3/16/1998,3/16/1998,1/26/1998
060076T,OCEAN MASTER MARINE,OCEAN SKIFF & CENTER CONSOLE,FUEL FILL FITTING CRACKS,,,Closed,18,11,H,ONB,DRG,,9/12/2006,6/13/2007,10/13/2006,6/13/2007,6/13/2007
930256S,CORROSION RESISTANT MFG,PIRANHA 1400 FLATS SKIFF,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,CRR35012J394,Closed,5,,H,CRR,LJA,1994,3/1/1994,10/17/1994,4/11/1994,10/17/1994,10/17/1994
820101T,VOLVO PENTA,AQ175 GAS ENGINES,LEAKING FUEL PUMP,,,CLOSED,1861,,L,,DWE,ALL,8/19/1982,10/25/1983,8/19/1982,10/25/1983,6/28/1983
950123T,AVENGER MANUFACTURING CO,186V,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,AGR.........,Closed,10,,H,AGR,DRG,,9/13/1995,10/22/1996,11/1/1995,10/22/1996,10/22/1996
920391S,CAROLINA BOAT CO,1448,LEVEL FLOTATION,LABEL CAPACITY,,Closed,31,,H,CNE,PDE,1992,7/21/1992,8/9/1994,7/21/1992,8/9/1994,3/25/1994
961468S,V.I.P. BOATS,165 O/B,LEVEL FLOTATION,SAFE LOAD,VVIUS078C696,Closed,23,11,H,VVI,GEL,1996,9/9/1996,,1/14/1997,6/3/1997,4/29/1997
010089S,SEA RAY BOATS INC,SEE COMMENTS,OVERCURRENT PROTECTION,ELECTRICAL SYSTEM,SER............,Closed,1792,12,H,SER,PDE,,5/21/2001,8/4/2004,7/30/2001,8/4/2004,7/30/2004
010090S,BOSTON WHALER INC,170 MT 280 CQ 280 OR 340 IB,OVERCURRENT PROTECTION,ELECTRICAL SYSTEM,,Closed,773,13,L,BWC,PDE,,5/21/2001,7/7/2004,5/21/2001,7/7/2004,6/22/2004
941250S,ALLISON MARINE INC,,LEVEL FLOTATION,STABILITY PORT AND STAR,ALJ21501B494,Closed,10,,H,ALJ,GEL,1994,8/12/1994,7/2/1996,7/15/1994,7/2/1996,2/20/1995
16R5768S,Rock N Croc,�20 FT� airboat,LABEL; CAPACITY,FUEL SYSTEM,HIT20034I516,Closed,0,20,l,HIT,LEN,2016,11/28/2016,12/16/2020,,,12/16/2020
800025S,LAMINATED PRODUCTS INC,12 FT OB DELUX,LEVEL FLOTATION,,,Closed,3,,,LPR,PLN,80,1/1/1980,2/24/1981,1/1/1980,2/24/1981,2/24/1981
810011S,HEWES MARINE,,LLEVEL FLOTATION,,,Closed,21,,L,HEW,WRS,79,1/1/1981,8/31/1983,1/1/1981,8/31/1983,11/30/1981
820094S,INDUSTRIAL FIBERGLASS,13' HUNT CRAFT,LEVEL FLOTATION,,,Closed,34,,L,XFK,PCB,,7/30/1982,1/8/1984,7/30/1982,1/8/1984,12/22/1983
951360S,SINBAD DINGHYS,8 FT ROW,LEVEL FLOTATION,SAFE LOAD MAX PERS & WEIG,XLR11511B595,Closed,30,,H,XLR,GEL,1995,3/21/1995,,6/20/1995,3/31/1997,2/15/1996
000238T,S2 YACHTS INC,3000 EXPRESS 3070 OFFSHORE,ELECTRICAL GROUND WIRE,,SSU,Closed,168,12,H,SSU,RAB,2000,11/7/2000,,11/7/2000,3/16/2009,10/20/2000
961436S,OUTDOOR LEISURE USA,130SP,LEVEL FLOTATION,,,Closed,79,11,H,OAL,GEL,1996,3/19/1996,6/4/1996,5/23/1996,6/4/1996,4/15/1996
13R5365S,STARDUST CRUISERS (DBA),�1508� gasoline powered,VENTILATION,FUEL SYSTEM,TKZ01508I134,Open,1,19,H,TKZ,LEN,2014,11/19/2013,,2/20/2014,,6/22/2016
930017T,CORRECT CRAFT INC,VARIOUS,FUEL TANK LEAKS (INCA),,CTC.........,Closed,1368,,H,CTC,DRG,1992,1/18/1993,12/17/1993,2/24/1993,12/17/1993,12/17/1993
050026S,WESTERBEKE,GENERATOR,TOGGLE SWITCH,,,Closed,0,,,HQZ,RAB,,5/23/2005,11/12/2008,5/23/2005,11/12/2008,5/30/2008
950204T,MOODCRAFT BOAT CO,,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,,Closed,9,,H,MDC,rjd,,9/13/1995,7/9/1998,9/13/1995,7/9/1998,6/30/1999
050075T,BOMBARDIER RECREATIONAL PROD,JOHNSON,ECM PROBLEM,,,Closed,718,,L,CEC,RAB,,12/1/2005,,12/1/2005,5/26/2006,3/15/2006
941349S,RIVER RAT BOATS,150 DLX,LEVEL FLOTATION:,SAFE LOAD: PERS,RTV15087E494,Closed,10,,H,RTV,DRG,1994,3/10/1995,5/30/1996,6/12/1995,5/30/1996,11/13/1995
820022S,INTERCEPTER MARINE PRO,11' RUNABOUT,LEVEL FLOTATION,MAX WT,,Closed,14,,L,BPK,PCB,1982,3/11/1982,,3/11/1982,,7/18/1983
080045S,"""BRP US, Inc.""",EVINRUDE E-TEC,START IN GEAR,,,Closed,4842,31,L,CEC,RAB,,12/4/2008,,12/4/2008,5/18/2012,5/18/2012
090030S,CRESTLINER INC,18 CANADIAN SIDE CONSOLE,LEVEL FLOTATION,,,Closed,412,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
010023T,KAWASAKI MOTORS CORP USA,JT-1100 C-1 (2000) & F-1 (2001),ENGINE; GASOLINE,FUEL PUMP CORROSION,,Closed,6065,17,H,KAW,WAC,,2/28/2001,,2/28/2001,8/26/2005,2/28/2001
960071T,MEDARIS MARINE INC,54 FOOT HOUSEBOAT,ELECTRICAL SYSTEMS,FUEL SYSTEM,MWC54546D191,Closed,166,19,H,MWC,PDE,1991,11/1/1996,3/30/1998,1/30/1997,3/30/1998,3/27/1998
010135T,HUNTER MARINE CORP,P420,CHAIN PLATE FAILURE,,,Closed,29,14,L,HUN,DRG,1999,8/8/2001,11/15/2001,8/20/2001,11/15/2001,11/15/2001
930075S,OUTBOARD MARINE CORP,1784 TC ALUMINUM FISH,LEVEL FLOTATION STABILITY,,OMCS3447A393,Closed,74,,H,OMC,gel,1993,7/21/1993,,7/21/1993,1/14/1998,10/17/1995
040112T,TIARA YACHTS,TIARA 3600,SEAT ASSEMBLY,,VARIOUS,Closed,72,12,L,SSU,RAB,,9/1/2004,,9/1/2004,3/13/2006,3/13/2006
030010T,BOMBARDIER MOTOR CORP OF AMER,SPORTSTER-4 TEC,FUEL SYSTEM,,,Closed,177,17,H,CEC,RAB,2003,2/5/2003,,2/5/2003,7/26/2005,6/15/2005
800315S,J.R.CUSTOM MARINE-INC.,SONIC 33RS,ANTI-SIPHON,,,Closed,60,,,JCL,CFP,81,12/12/1980,4/14/1981,12/12/1980,4/14/1981,2/25/1981
040133T,MERIDIAN YACHTS,381,FUEL TANK LEAK,,,Closed,107,12,H,MDN,DRG,,11/12/2004,1/19/2006,11/17/2004,1/19/2006,1/19/2006
800239S,LANGE FIBERGLASS,MAVERICK 17,SAFE POWERING,SAFE LOADING,,Closed,5,,,LGF,KWL,80,10/10/1980,9/16/1981,10/10/1980,9/16/1981,7/29/1981
03V035S,CUSTOM FIBERGLASS MOLDING INC,HUNTER,BASIC FLOTATION,LEVEL FLOTATION,CFM14501404,Closed,3,11,H,CFM,RAB,2004,10/13/2004,4/6/2006,10/13/2004,4/6/2006,10/13/2004
070039T,WESTERBEKE CORPORATION,VARIOUS,FUEL SYSTEM,,,Closed,871,,H,HQZ,LEN,,9/11/2007,5/20/2008,9/11/2007,5/20/2008,5/20/2008
930082S,OUTBOARD MARINE CORP,SEA NYMPH FM 161,LEVEL FLOATION STABILITY,,OMCS9031I293,Closed,1882,,H,OMC,LJA,1993,6/15/1993,6/6/2005,7/21/1993,6/6/2005,10/17/1995
920445S,SEA SPRITE BOAT CO INC,15' REC/FISH B/R,LEVEL FLOTATION,LEVEL FLOTATION STABILITY,SSB193F293,Closed,6,,H,SSB,LJA,1993,4/29/1983,,6/11/1993,12/6/1993,10/24/1994
810055S,BASS TRACKER INC,BASS TRACKERS I-II-III,LEVEL FLOTATION,BASS TRACKERS I-II-III,,Closed,3315,,,BUJ,PCB,,4/21/1981,1/10/1983,4/21/1981,1/10/1983,11/19/2000
070002T,YAMAHA MOTOR CORP USA,90TLR OUTBOARDS,THROTTLE VALVE MAY STICK,,,Closed,300,31,L,YAM,LEN,2005,1/16/2007,9/8/2020,1/16/2007,9/8/2020,6/18/2009
14X017A,NAUTIQUE BOAT CO INC,Sport Nautique 200� inboard,NAVIGATION LIGHTS,,CTC49033I314,Open,646,12,L,CTC,PLC,,2/11/2014,,10/21/2014,,3/16/2016
080029T,MALIBU BOATS INC,"""ALL EXCEPT RIDE, RESPONSE""",ELECTRONIC ENGINE CONTROL,,,Closed,3251,12,L,MB2,PLC,2008,,1/21/2020,8/8/2008,1/21/2020,8/28/2020
